Dataset,Region,Type,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
236,Metro average,City,,,,,,,,,,14.98353288,22.37843061,29.35992152,38.67188444,37.06629549,36.03062788,37.28389849,38.08933651,41.33827866,40.11390389,39.88406191,42.47296152,41.86438393,38.97875689,
236,Nelson Mandela Bay,City,,,,,,,,,,5.037101028,13.87547101,21.68318268,23.54624755,39.94498493,53.57346659,62.94731098,51.97921646,60.13880936,52.95595216,56.85305373,55.31092138,55.64495622,45.23514652,
236,The Msunduzi,City,,,,,,,,,,21.55706985,27.42005918,22.86233789,26.17197978,25.2637494,14.70820939,14.87383111,22.50807353,23.00469963,27.21738524,23.17879577,32.56778178,39.33489963,32.7799466,
237,Buffalo City,City,,,,,,,,,,30,25,38,219,167,166,194,225,231,222,271,243,242,225,
237,City of Cape Town,City,,,,,,,,,,426,646,766,870,1006,1013,1094,1342,1524,1772,2127,2086,2327,2319,
237,City of Johannesburg,City,,,,,,,,,,2850,3711,3497,3715,3448,3024,2925,2997,3250,3697,3486,3806,3610,3837,
237,City of Tshwane,City,,,,,,,,,,1449,1674,1663,1997,1960,1554,1188,1383,1617,1598,1543,1805,1748,1835,
237,Ekurhuleni,City,,,,,,,,,,1243,1602,1389,1550,1683,1485,1324,1260,1426,1798,1691,1850,1720,1659,
237,eThekwini,City,,,,,,,,,,1173,1671,2060,2302,2187,1809,1592,1946,1921,1727,1775,1822,1951,1971,
237,Mangaung,City,,,,,,,,,,14,22,96,263,236,261,234,335,319,240,295,250,220,194,
237,Nelson Mandela Bay,City,,,,,,,,,,102,122,351,588,468,436,578,519,640,543,722,888,872,869,
237,The Msunduzi,City,,,,,,,,,,156,139,173,155,180,160,152,178,138,178,172,171,246,205,
238,Buffalo City,City,,,,,,,,,,3.955406511,3.270069824,4.943310781,28.30347996,21.42637118,21.13166315,24.49481792,28.34253472,29.03175922,27.84813867,33.94038611,30.39158781,30.23566467,28.10972075,
238,City of Cape Town,City,,,,,,,,,,13.07545207,19.37773737,22.45931447,24.90174938,28.08533406,27.57178969,29.02481729,34.77680582,38.58915905,43.86805139,51.50216821,49.41465884,53.9733622,52.70166702,
238,City of Johannesburg,City,,,,,,,,,,78.23512364,98.88753809,90.22293378,92.66160334,83.05518934,70.31906916,65.64399675,65.04373404,68.24290993,75.1562374,68.63975122,72.60758606,66.78900598,68.87339291,
238,City of Tshwane,City,,,,,,,,,,59.08164069,66.34601794,63.94861659,74.47494781,70.87954531,54.50515774,40.42323151,45.75266607,52.02146054,50.01662631,46.99509005,53.49674118,50.46041457,51.60124204,
238,Ekurhuleni,City,,,,,,,,,,45.69062806,57.54441286,48.66287537,52.85825148,55.78441483,47.80329055,41.37255869,38.33102147,42.27109888,51.98590665,47.71948781,50.97517296,46.28875965,43.62743213,
238,eThekwini,City,,,,,,,,,,36.78345354,51.57182059,62.76700317,69.15056258,64.70432457,52.68233393,45.62199459,55.03781289,53.62056277,47.58785066,48.28926852,48.9390306,51.66312475,51.42899794,
238,Mangaung,City,,,,,,,,,,1.892704169,2.942160494,12.71999647,34.51083004,30.66523298,33.58299455,29.82322537,42.24008292,39.76826056,29.5733712,35.91638908,30.06113842,26.14823016,22.81411946,
238,Metro average,City,,,,,,,,,,30.50394354,37.17010512,40.70959559,50.57154648,47.29793745,41.32343829,39.01043052,42.51971511,44.45742041,44.43890963,46.72089662,48.4925766,48.35637342,46.85401813,
238,Nelson Mandela Bay,City,,,,,,,,,,9.341532815,11.06410107,31.58007104,52.44391499,41.3589667,38.16671803,50.11507679,44.73833058,54.82740455,46.23003541,61.08319165,74.64452611,72.8564592,72.25982045,
238,The Msunduzi,City,,,,,,,,,,26.47955036,23.52708781,29.08223864,25.83857877,29.72205812,26.1479278,24.57415575,28.41444743,21.74416815,27.68396898,26.4023369,25.90274737,36.79233958,30.26977051,
239,Buffalo City,City,,,,,,,,,,0,2,2,1,17,13,4,1,1,2,5,1,4,2,
239,City of Cape Town,City,,,,,,,,,,46,73,55,26,18,19,11,19,18,13,22,28,22,9,
239,City of Johannesburg,City,,,,,,,,,,71,65,32,43,38,62,33,27,30,19,6,8,24,25,
239,City of Tshwane,City,,,,,,,,,,45,36,25,15,24,30,2,4,6,7,5,7,21,15,
239,Ekurhuleni,City,,,,,,,,,,31,46,34,18,20,18,10,8,20,13,14,12,17,11,
239,eThekwini,City,,,,,,,,,,28,82,59,29,12,17,10,6,15,9,9,15,11,1,
239,Mangaung,City,,,,,,,,,,0,6,1,5,8,14,6,1,3,3,2,7,7,3,
239,Nelson Mandela Bay,City,,,,,,,,,,5,3,18,32,28,5,1,1,1,3,5,4,5,6,
239,The Msunduzi,City,,,,,,,,,,3,5,3,1,0,2,0,2,0,0,1,1,0,0,
240,Buffalo City,City,,,,,,,,,,0,0.261605586,0.260174252,0.129239635,2.181127605,1.654889283,0.505047792,0.125966821,0.125678611,0.250884132,0.626206386,0.125068263,0.499763052,0.249864184,
240,City of Cape Town,City,,,,,,,,,,1.411903276,2.189744316,1.612613963,0.744190211,0.502520888,0.517141169,0.291840028,0.492369084,0.455777469,0.321831077,0.532697556,0.663284011,0.510276738,0.204534283,
240,City of Johannesburg,City,,,,,,,,,,1.949015361,1.732064127,0.825603054,1.072529998,0.915341414,1.441726947,0.740598938,0.585979586,0.629934553,0.386250611,0.118140708,0.152617102,0.444026633,0.448745067,
240,City of Tshwane,City,,,,,,,,,,1.834833562,1.426796085,0.961344206,0.55940121,0.8679128,1.052223122,0.068052578,0.132328752,0.193029538,0.219096611,0.152284802,0.207466586,0.606217795,0.421808518,
240,Ekurhuleni,City,,,,,,,,,,1.139508825,1.652336449,1.191171895,0.613837759,0.662916397,0.579433825,0.312481561,0.243371565,0.592862537,0.375871405,0.395075594,0.330649771,0.457505183,0.289271702,
240,eThekwini,City,,,,,,,,,,0.878036402,2.530753613,1.797695722,0.871140884,0.355030588,0.495079976,0.286570318,0.169695209,0.418692578,0.247996906,0.244846995,0.402900911,0.291283635,0.026092845,
240,Mangaung,City,,,,,,,,,,0,0.802407407,0.132499963,0.65609943,1.039499423,1.801386681,0.764698086,0.1260898,0.373996181,0.36966714,0.243500943,0.841711876,0.831989141,0.352795662,
240,Metro average,City,,,,,,,,,,0.908937536,1.301563752,0.989434462,0.851914472,0.999868579,0.922935758,0.339554843,0.253473922,0.319515476,0.269668049,0.321029859,0.356823686,0.450979678,0.276892147,
240,Nelson Mandela Bay,City,,,,,,,,,,0.457918275,0.272068059,1.619490822,2.854090612,2.474468093,0.43769172,0.086704285,0.086201022,0.08566782,0.25541456,0.423013793,0.336236604,0.417754927,0.498917057,
240,The Msunduzi,City,,,,,,,,,,0.509222122,0.846298123,0.504316277,0.166700508,0,0.326849098,0,0.319263454,0,0,0.153501959,0.151478055,0,0,
241,Buffalo City,City,,,,,,,,,,1798,1552,1780,2167,1882,1960,2421,2120,2419,2475,2452,2445,2536,2504,
241,City of Cape Town,City,,,,,,,,,,12040,14117,13279,11399,10902,10170,11314,13684,16209,19219,19721,19863,20198,20076,
241,City of Johannesburg,City,,,,,,,,,,24168,25829,23553,23339,20198,16893,15403,16010,18344,20316,21610,24295,23480,23814,
241,City of Tshwane,City,,,,,,,,,,11589,12162,10906,10312,9826,8124,6971,7181,9354,10398,10331,11177,10662,10968,
241,Ekurhuleni,City,,,,,,,,,,11019,11204,10700,10935,11070,9609,7988,7693,9068,10087,10650,10986,10604,10374,
241,eThekwini,City,,,,,,,,,,15490,16707,15550,16222,13906,11210,10465,11319,11611,11276,11448,12340,12098,12827,
241,Mangaung,City,,,,,,,,,,1773,2017,2020,2492,2148,1885,2117,2470,2212,1978,1840,2017,1875,1888,
241,Nelson Mandela Bay,City,,,,,,,,,,3703,4397,3876,4163,3919,4184,4915,4756,5423,4976,5020,5601,5344,5114,
241,The Msunduzi,City,,,,,,,,,,1355,1483,1234,1235,1173,1061,1072,1322,1454,1531,1383,1548,1733,1659,
242,Buffalo City,City,,,,,,,,,,237.0606969,203.0059347,231.5550839,280.062288,241.463656,249.5063842,305.6801762,267.0496605,304.0165608,310.4691135,307.0916116,305.791902,316.8497753,312.829959,
242,City of Cape Town,City,,,,,,,,,,369.5503356,423.460555,389.3436512,326.2701623,304.360151,276.8066152,300.1707338,354.609397,410.427611,475.7901126,477.5149315,470.5289399,468.4804339,456.2478081,
242,City of Johannesburg,City,,,,,,,,,,663.4338485,688.2689898,607.6696481,582.1343635,486.5280494,392.8240858,345.6801648,347.4641915,385.1839815,413.0035486,425.5034492,463.4790603,434.4060555,427.4566012,
242,City of Tshwane,City,,,,,,,,,,472.5308032,482.0192773,419.3767965,384.5696854,355.3379654,284.9420215,237.1972617,237.5631924,300.93305,325.4523657,314.6508589,331.2648622,307.7854349,308.4263884,
242,Ekurhuleni,City,,,,,,,,,,405.0402499,402.4516864,374.8688024,372.9064386,366.9242259,309.3210902,249.610271,234.0321811,268.8038742,291.6472972,300.5396482,302.709865,285.3755857,272.8095123,
242,eThekwini,City,,,,,,,,,,485.7422808,515.6256173,473.7994657,487.2981869,411.4212792,326.4615607,299.8958376,320.1300124,324.0959679,310.7125675,311.445378,331.4531491,320.359038,334.6929257,
242,Mangaung,City,,,,,,,,,,239.6974636,269.7426235,267.6499258,326.9999561,279.1055951,242.5438495,269.8109748,311.4418054,275.7598507,243.7338676,224.0208675,242.5332648,222.8542343,222.0260698,
242,Metro average,City,,,,,,,,,,382.4654013,403.8164214,368.937314,370.823951,331.6852029,291.3399428,289.723272,299.2550717,329.2110088,336.9521921,333.0850891,350.3404863,340.1998429,333.8551731,
242,Nelson Mandela Bay,City,,,,,,,,,,339.1342746,398.7610853,348.7303571,371.2993505,346.3371591,366.2604317,426.1515613,409.9720621,464.5765857,423.6476173,424.7058478,470.8153049,446.4964655,425.2436384,
242,The Msunduzi,City,,,,,,,,,,229.9986586,251.0120232,207.4420953,205.8751276,193.6887454,173.3934462,173.3124669,211.0331433,229.1015977,238.1132388,212.2932089,234.4880288,259.191563,244.963655,
243,Buffalo City,City,,,,,,,,,,0,0,0,87,70,81,99,121,98,84,130,176,142,171,
243,City of Cape Town,City,,,,,,,,,,0,0,0,1045,1215,1109,1203,942,922,935,947,942,1001,1082,
243,City of Johannesburg,City,,,,,,,,,,0,0,0,486,451,520,431,546,498,476,459,468,575,608,
243,City of Tshwane,City,,,,,,,,,,0,0,0,252,189,227,288,320,291,268,284,311,368,465,
243,Ekurhuleni,City,,,,,,,,,,0,0,0,223,220,291,320,341,293,308,328,348,359,407,
243,eThekwini,City,,,,,,,,,,2,3,2,600,542,597,659,569,548,443,421,376,427,451,
243,Mangaung,City,,,,,,,,,,4,5,3,168,178,225,192,157,125,111,121,138,152,144,
243,Nelson Mandela Bay,City,,,,,,,,,,0,0,0,209,186,193,226,247,181,150,162,133,178,194,
243,The Msunduzi,City,,,,,,,,,,0,0,0,73,126,103,104,116,100,98,120,64,79,98,
244,Buffalo City,City,,,,,,,,,,0,0,0,11.2438482,8.981113667,10.31123322,12.49993286,15.24198534,12.31650391,10.53713355,16.28136603,22.01201422,17.74158836,21.36338777,
244,City of Cape Town,City,,,,,,,,,,0,0,0,29.91072196,33.92015993,30.18471349,31.91668665,24.41114089,23.34593481,23.14708129,22.93020841,22.31476924,23.21759156,24.58956607,
244,City of Johannesburg,City,,,,,,,,,,0,0,0,12.12208324,10.86365731,12.09190343,9.672670974,11.8498094,10.45691358,9.676594266,9.037764145,8.928100441,10.63813807,10.91348003,
244,City of Tshwane,City,,,,,,,,,,0,0,0,9.397940334,6.834813297,7.961821626,9.799571276,10.58630018,9.361932601,8.388270245,8.649776781,9.217444049,10.62324517,13.07606406,
244,Ekurhuleni,City,,,,,,,,,,0,0,0,7.604767793,7.292080369,9.367513503,9.999409956,10.37371295,8.685436165,8.905260984,9.256056772,9.588843346,9.661432974,10.70305297,
244,eThekwini,City,,,,,,,,,,0.062716886,0.092588547,0.060938838,18.0236045,16.0355482,17.38604387,18.88498394,16.09276235,15.2962355,12.2069588,11.45339834,10.09938282,11.30710111,11.7678732,
244,Mangaung,City,,,,,,,,,,0.54077262,0.66867284,0.39749989,22.04494086,23.12886216,28.95085737,24.47033876,19.79609856,15.5831742,13.67768418,14.73180705,16.59374841,18.06604993,16.93419177,
244,Metro average,City,,,,,,,,,,0.067054389,0.084584598,0.050937636,15.68420259,16.03324596,16.66463505,17.07251765,16.46230473,14.03429441,12.72793856,13.82958438,13.29208501,14.21584985,15.54996603,
244,Nelson Mandela Bay,City,,,,,,,,,,0,0,0,18.64077931,16.43753805,16.89490041,19.59516843,21.29165251,15.50587535,12.77072801,13.70564688,11.17986709,14.87207539,16.13165152,
244,The Msunduzi,City,,,,,,,,,,0,0,0,12.1691371,20.80544068,16.83272852,16.81389604,18.51728035,15.75664359,15.24173573,18.42023505,9.694595508,11.81542612,14.47042688,
245,Buffalo City,City,,,,,,,,,,0,0,0,1384,1370,1423,1282,1346,1317,1155,1178,1094,1027,1288,
245,City of Cape Town,City,,,,,,,,,,0,0,0,5595,5650,5385,5155,4723,4244,4135,4164,4086,4110,4164,
245,City of Johannesburg,City,,,,,,,,,,0,0,0,7057,5177,4806,3922,4014,3769,3697,3497,3552,3723,3876,
245,City of Tshwane,City,,,,,,,,,,0,0,0,3517,3711,2783,2443,2307,2135,1901,1880,1897,1994,2298,
245,Ekurhuleni,City,,,,,,,,,,0,0,0,3524,3461,3435,2787,2689,2499,2416,2408,2327,2376,2504,
245,eThekwini,City,,,,,,,,,,38,44,30,6079,5627,5331,4197,3915,3481,3013,2969,2836,2791,3096,
245,Mangaung,City,,,,,,,,,,34,50,38,1430,1429,1588,1467,1561,1389,1251,1163,999,1068,1025,
245,Nelson Mandela Bay,City,,,,,,,,,,0,0,0,2801,2102,2033,1916,1867,1894,1658,1349,1239,1281,1302,
245,The Msunduzi,City,,,,,,,,,,0,0,0,593,871,745,750,775,610,627,661,566,548,591,
246,Buffalo City,City,,,,,,,,,,,,,,,,15,4,3,3,4,3,3,4,
246,City of Cape Town,City,,,,,,,,,,,,,,,,211,187,141,102,214,236,137,144,
246,City of Johannesburg,City,,,,,,,,,,,,,,,,181,358,187,221,235,398,389,304,
246,City of Tshwane,City,,,,,,,,,,,,,,,,124,124,93,81,107,83,93,134,
246,Ekurhuleni,City,,,,,,,,,,,,,,,,177,132,127,132,70,89,52,84,
246,eThekwini,City,,,,,,,,,,,,,,,,825,922,1273,1571,1494,1396,1319,1248,
246,Mangaung,City,,,,,,,,,,,,,,,,22,59,108,162,224,245,200,208,
246,Nelson Mandela Bay,City,,,,,,,,,,,,,,,,28,58,75,81,55,67,72,61,
246,The Msunduzi,City,,,,,,,,,,,,,,,,4,138,99,198,467,879,525,304,
247,Buffalo City,City,,,,,,,,,,,,,,,,1.893929221,0.503867284,0.377035834,0.376326198,0.500965109,0.375204788,0.374822289,0.499728369,
247,City of Cape Town,City,,,,,,,,,,,,,,,,5.598022347,4.845948352,3.570256842,2.525136141,5.181694404,5.590536667,3.177632412,3.272548534,
247,City of Johannesburg,City,,,,,,,,,,,,,,,,4.062072961,7.769655251,3.926592048,4.492704481,4.627177721,7.592700802,7.196931669,5.456740017,
247,City of Tshwane,City,,,,,,,,,,,,,,,,4.219259855,4.102191318,2.991957842,2.535260783,3.258894773,2.459960952,2.684678807,3.768156094,
247,Ekurhuleni,City,,,,,,,,,,,,,,,,5.530923632,4.015630821,3.764677109,3.816540422,1.97537797,2.452319132,1.399427617,2.208983905,
247,eThekwini,City,,,,,,,,,,,,,,,,23.64205122,26.07649717,35.53304342,43.28923763,40.64460122,37.49664474,34.92755589,32.56387084,
247,Mangaung,City,,,,,,,,,,,,,,,,2.803892983,7.439298186,13.46386251,19.96202556,27.27210561,29.45991565,23.77111832,24.46049922,
247,Metro average,City,,,,,,,,,,,,,,,,5.64717339,9.086880669,9.516843247,12.74310574,17.75548703,24.91205067,17.56311943,13.57674502,
247,Nelson Mandela Bay,City,,,,,,,,,,,,,,,,2.427719983,4.999659294,6.42508647,6.896193128,4.653151719,5.631963119,6.015670943,5.072323415,
247,The Msunduzi,City,,,,,,,,,,,,,,,,0.646688309,22.02917835,15.59907715,30.7945273,71.68541472,133.1492102,78.52023691,44.8878548,
248,Buffalo City,City,,,,,,,,,,0,0,0,178.8676542,175.7732246,181.1467269,161.8678174,169.551341,165.5187311,144.8855863,147.5342245,136.8246793,128.3141637,160.9125348,
248,City of Cape Town,City,,,,,,,,,,0,0,0,160.1440089,157.7357231,146.5686945,136.7668493,122.3925886,107.4621988,102.3670386,100.8251192,96.79208822,95.32897235,94.63119511,
248,City of Johannesburg,City,,,,,,,,,,0,0,0,176.0196325,124.7032237,111.7570921,88.01906162,87.11563178,79.1407777,75.1562374,68.85634252,67.76199309,68.87963137,69.57343521,
248,City of Tshwane,City,,,,,,,,,,,,,,,,0,131.1609371,134.2010166,97.61123166,57.25908573,56.22344489,57.56182303,64.62106496,
248,Ekurhuleni,City,,,,,,,,,,0,0,0,120.1757924,114.7176825,110.5752883,87.08861109,81.80326726,74.07817398,69.85425499,67.95300216,64.11850134,63.94307729,65.84875832,
248,eThekwini,City,,,,,,,,,,1.191620831,1.357965354,0.914082571,182.6091529,166.4797597,155.251256,120.2735624,110.7261241,97.16459085,83.02385294,80.77230323,76.17513216,73.90660235,80.78344881,
248,Mangaung,City,,,,,,,,,,4.596567267,6.686728395,5.034998604,187.6444371,185.6805844,204.3287178,186.9686821,196.8261774,173.1602317,154.1511974,141.5957983,120.1243091,126.9377718,120.5385178,
248,Metro average,City,,,,,,,,,,0.643132011,0.893854861,0.661009019,165.033015,154.3194229,145.2173055,127.9433641,125.487515,113.7312694,103.0681849,97.82108795,89.76733503,89.31789169,94.71549888,
248,Nelson Mandela Bay,City,,,,,,,,,,0,0,0,249.8221189,185.7618547,177.9654536,166.1254102,160.9373087,162.2548503,141.1591136,114.1291212,104.1492881,107.0288122,108.2650014,
248,The Msunduzi,City,,,,,,,,,,0,0,0,98.85340135,143.8217368,121.7512888,121.254058,123.7145885,96.11552587,97.5160031,101.4647947,85.73657902,81.96017109,87.26553352,
249,Buffalo City,City,,,,,,,,,,1759,1574,1691,1970,2018,1845,1598,1456,1516,1347,1226,1095,953,930,
249,City of Cape Town,City,,,,,,,,,,8780,9911,10966,13918,15303,14002,12361,11567,10541,10299,9385,10264,9632,8792,
249,City of Johannesburg,City,,,,,,,,,,7949,7838,8449,10229,11154,10053,8924,9379,9239,9683,9339,9243,8060,7638,
249,City of Tshwane,City,,,,,,,,,,4463,4516,4891,6442,7307,6441,5615,5233,4893,4984,5154,4574,4258,4399,
249,Ekurhuleni,City,,,,,,,,,,3830,4075,4319,5094,5703,5099,4815,5014,5092,5014,4911,4698,4587,4496,
249,eThekwini,City,,,,,,,,,,4940,4876,5156,6174,8416,6934,6778,6929,7100,7849,7276,6283,6079,5416,
249,Mangaung,City,,,,,,,,,,1238,1294,1208,1389,1577,1476,1445,1598,1536,1579,1608,1601,1381,1363,
249,Nelson Mandela Bay,City,,,,,,,,,,1866,1945,2023,2573,2673,2412,2168,2187,2077,2039,1964,1804,1463,1514,
249,The Msunduzi,City,,,,,,,,,,886,962,762,868,1042,880,910,1059,1072,987,1023,1016,784,891,
250,Buffalo City,City,,,,,,,,,,231.9186684,205.8835961,219.9773298,254.60208,258.9126769,234.866979,201.766593,183.4076913,190.5287748,168.970463,153.5458058,136.9497475,119.0685472,116.1868458,
250,City of Cape Town,City,,,,,,,,,,269.4893644,297.2952866,321.525904,398.3707447,427.2265081,381.1058235,327.9485982,299.7491154,266.9083501,254.9644815,227.2439345,243.1409676,223.4084335,199.8072688,
250,City of Johannesburg,City,,,,,,,,,,218.2073677,208.8602866,217.9850064,255.1374268,268.6767929,233.7690484,200.2759067,203.5519458,193.9988446,196.845509,183.8860117,176.3299837,149.1189441,137.1005929,
250,City of Tshwane,City,,,,,,,,,,181.9747152,178.9836422,188.0773805,240.2441732,264.2432845,225.9123044,191.0576136,173.1190901,157.4155884,155.996787,156.9751744,135.5645951,122.9178749,123.7023781,
250,Ekurhuleni,City,,,,,,,,,,140.7844774,146.3754572,151.3138652,173.7160858,189.0306107,164.1407263,150.4598717,152.5331283,150.9428019,144.9707097,138.5868744,129.4493852,123.4456631,118.2332338,
250,eThekwini,City,,,,,,,,,,154.910708,150.4872515,157.1003245,185.4628903,248.9947854,201.9343855,194.2373614,195.9696842,198.1811534,216.2808569,197.9451931,168.7617614,160.9739289,141.3188497,
250,Mangaung,City,,,,,,,,,,167.3691258,173.0525309,160.0599556,182.2644218,204.9113238,189.9176243,184.1647891,201.4915,191.4860446,194.568138,195.7747581,192.5115305,164.139572,160.286829,
250,Metro average,City,,,,,,,,,,187.3266438,188.906289,191.7943194,229.3311763,252.2530003,220.7336645,198.3341349,196.3770878,188.4783154,184.4110845,175.2388971,165.3613759,144.729438,139.3435734,
250,Nelson Mandela Bay,City,,,,,,,,,,170.8951003,176.3907916,182.0127741,229.4867233,236.223329,211.142486,187.9748901,188.5216358,177.9320613,173.5967628,166.1598177,151.6427085,122.2350915,125.8934041,
250,The Msunduzi,City,,,,,,,,,,150.3902668,162.8277588,128.0963344,144.6960411,172.057692,143.8136029,147.1215903,169.049999,168.9112192,153.5060527,157.0325038,153.9017037,117.2568871,131.5627587,
251,Buffalo City,City,,,,,,,,,,211,220,233,305,313,239,258,260,284,306,309,281,361,404,
251,City of Cape Town,City,,,,,,,,,,55,61,51,45,74,73,93,120,66,77,83,70,99,89,
251,City of Johannesburg,City,,,,,,,,,,8,17,19,18,17,15,8,16,17,33,20,22,21,32,
251,City of Tshwane,City,,,,,,,,,,186,248,208,236,234,188,194,235,274,296,230,388,392,363,
251,Ekurhuleni,City,,,,,,,,,,24,26,16,53,57,44,69,72,84,65,46,73,73,72,
251,eThekwini,City,,,,,,,,,,121,147,163,177,132,171,205,212,193,287,246,194,304,296,
251,Mangaung,City,,,,,,,,,,425,564,467,574,547,553,616,544,454,442,385,487,569,498,
251,Nelson Mandela Bay,City,,,,,,,,,,113,81,103,129,160,118,105,116,112,121,86,117,101,78,
251,The Msunduzi,City,,,,,,,,,,153,160,287,292,251,193,194,176,107,153,188,253,299,314,
